DATE,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_min,ROMA_temp_max,ROMA_temp_mean
20050610,2,0.66,1.016,2.47,10.0,10.8,21.4,16.1
20050611,2,0.62,1.0162,2.42,8.5,11.8,22.4,17.1
20050612,4,0.72,1.0147,2.38,8.6,13.2,24.0,18.6
20050613,2,0.65,1.0131,2.98,11.1,15.0,27.2,21.1
20050614,3,0.7,1.014,1.69,4.8,17.4,27.2,22.3
20050615,5,0.78,1.0156,1.39,2.8,16.4,25.4,20.9
20050616,2,0.66,1.0164,2.2,8.5,15.2,28.6,21.9
20050617,3,0.62,1.0192,2.75,10.5,16.8,30.8,23.8
20050618,3,0.66,1.0174,2.73,10.1,18.4,30.2,24.3
20050619,2,0.7,1.0138,2.3,9.0,18.8,29.4,24.1
20050620,2,0.62,1.0127,2.66,12.1,18.2,30.8,24.5
20050621,1,0.62,1.0153,3.01,12.0,18.0,30.2,24.1
20050622,1,0.66,1.0185,3.01,13.1,18.8,30.0,24.4
20050623,2,0.66,1.0193,2.92,11.9,19.0,31.4,25.2
20050624,1,0.68,1.0175,2.9,12.8,20.2,32.2,26.2
20050625,2,0.7,1.0175,2.89,11.6,21.0,31.2,26.1
20050626,0,0.59,1.0185,2.95,12.6,20.6,33.2,26.9
20050627,0,0.66,1.0164,2.95,13.1,21.0,34.0,27.5
20050628,1,0.66,1.0142,2.84,12.3,22.8,34.6,28.7
20050629,0,0.62,1.0108,2.86,12.0,21.8,33.4,27.6
20050630,2,0.69,1.0089,2.81,12.1,24.2,31.2,27.7
20050701,2,0.78,1.0103,2.54,10.4,22.2,29.4,25.8
20050702,1,0.59,1.0116,3.0,13.1,19.2,32.0,25.6
20050703,1,0.48,1.013,3.05,12.4,18.4,32.0,25.2
20050704,1,0.58,1.0119,2.86,12.0,17.8,29.8,23.8
20050705,4,0.66,1.0104,2.08,8.2,20.4,29.0,24.7
20050706,2,0.7,1.0092,2.57,10.2,19.4,29.0,24.2
20050707,1,0.78,1.0102,2.99,12.6,19.4,27.2,23.3
20050708,3,0.69,1.012,2.7,11.0,20.0,26.8,23.4
20050709,3,0.74,1.0132,2.76,11.8,18.4,26.6,22.5
20050710,3,0.72,1.0152,2.85,12.4,17.8,27.0,22.4
20050711,4,0.76,1.0149,1.64,6.8,18.4,25.8,22.1
20050712,2,0.63,1.0154,2.87,12.0,17.8,30.2,24.0
20050713,3,0.58,1.016,2.72,10.0,19.6,30.0,24.8
20050714,1,0.55,1.0167,2.52,11.8,18.8,30.6,24.7
20050715,0,0.5,1.0189,2.99,12.5,18.4,33.0,25.7
20050716,0,0.62,1.0178,2.94,12.0,19.2,32.8,26.0
20050717,0,0.6,1.0162,2.89,12.1,20.4,32.4,26.4
20050718,1,0.48,1.0149,2.74,11.5,19.8,33.6,26.7
20050719,2,0.68,1.0148,2.62,11.5,22.0,31.6,26.8
20050720,0,0.66,1.0175,2.9,12.5,19.8,30.6,25.2
20050721,2,0.73,1.0131,2.72,11.5,21.0,30.0,25.5
20050722,2,0.68,1.0097,2.7,10.9,19.4,29.4,24.4
20050723,3,0.76,1.0082,2.74,11.2,21.8,28.4,25.1
20050724,1,0.66,1.011,2.82,11.6,18.8,31.0,24.9
20050725,0,0.64,1.0121,2.65,12.2,20.0,32.6,26.3
20050726,3,0.6,1.0116,1.97,6.3,20.0,33.4,26.7
20050727,0,0.59,1.0128,2.81,12.3,20.2,33.2,26.7
20050728,0,0.61,1.0144,2.71,12.0,20.4,36.0,28.2
20050729,1,0.52,1.0135,2.55,10.4,22.8,38.0,30.4
20050730,2,0.66,1.0115,2.11,8.9,21.2,33.0,27.1
20050731,1,0.68,1.011,2.71,11.1,21.6,32.4,27.0
20050801,0,0.7,1.0124,2.62,11.7,21.0,31.6,26.3
20050802,5,0.63,1.0119,1.66,5.5,21.8,31.4,26.6
20050803,5,0.76,1.0119,2.17,8.5,20.2,25.6,22.9
20050804,3,0.68,1.0117,2.65,11.2,19.8,29.6,24.7
20050805,0,0.51,1.0141,2.88,12.7,18.2,28.2,23.2
20050806,2,0.56,1.0117,2.76,11.7,16.0,30.0,23.0
20050807,3,0.67,1.0064,2.12,11.0,18.4,27.6,23.0
20050808,3,0.75,1.0079,1.94,9.0,18.8,27.8,23.3
20050809,1,0.66,1.0137,2.58,11.8,18.4,28.4,23.4
20050810,3,0.72,1.0145,2.21,9.0,18.4,29.4,23.9
20050811,6,0.69,1.0126,0.67,0.9,22.2,29.8,26.0
20050812,3,0.72,1.01,1.99,9.0,21.4,29.0,25.2
20050813,2,0.74,1.0138,2.25,11.5,20.8,29.2,25.0
20050814,1,0.68,1.0144,2.42,12.2,19.2,30.2,24.7
20050815,3,0.69,1.0095,2.28,11.4,19.0,28.6,23.8
20050816,1,0.6,1.011,2.6,12.5,15.4,28.2,21.8
20050817,1,0.59,1.0137,2.55,11.8,16.2,30.6,23.4
20050818,4,0.64,1.0153,1.8,6.2,18.8,29.4,24.1
20050819,4,0.68,1.0154,2.23,10.4,19.6,30.0,24.8
20050820,5,0.78,1.0146,1.9,6.6,20.4,27.8,24.1
20050821,6,0.7,1.0104,1.36,3.8,15.8,24.4,20.1
20050822,6,0.76,1.0083,1.13,3.4,16.0,22.4,19.2
20050823,4,0.78,1.0103,1.57,5.0,15.2,24.4,19.8
20050824,3,0.8,1.0128,2.36,11.8,17.0,26.0,21.5
20050825,2,0.78,1.0145,2.44,10.5,16.6,26.2,21.4
20050826,1,0.74,1.0171,2.36,11.0,17.2,27.6,22.4
20050827,3,0.74,1.017,2.27,10.4,17.8,28.4,23.1
20050828,6,0.82,1.0153,1.09,3.2,20.4,25.6,23.0
20050829,6,0.67,1.0177,1.95,8.4,19.4,30.4,24.9
20050830,4,0.68,1.0191,1.6,5.5,20.8,32.0,26.4
20050831,3,0.71,1.0158,1.74,7.5,18.0,30.6,24.3
20050901,1,0.72,1.0144,2.22,10.7,18.2,30.0,24.1
20050902,1,0.73,1.018,1.93,10.0,20.0,31.0,25.5
20050903,3,0.75,1.0202,1.99,9.5,19.4,30.2,24.8
20050904,4,0.75,1.0195,1.69,7.1,19.2,29.4,24.3
20050905,4,0.78,1.0175,1.82,7.0,17.8,27.4,22.6
20050906,3,0.7,1.015,2.13,10.8,16.2,26.8,21.5
20050907,5,0.8,1.0157,1.25,4.0,18.4,28.2,23.3
20050908,6,0.69,1.0184,0.84,2.0,17.8,26.4,22.1
20050909,6,0.65,1.0144,0.75,1.4,18.8,26.4,22.6
20050910,1,0.79,1.0125,1.93,10.1,16.8,26.2,21.5
20050911,4,0.78,1.0127,1.97,10.2,17.4,26.2,21.8
20050912,4,0.76,1.0143,1.68,7.5,18.6,26.4,22.5
20050913,5,0.75,1.0187,1.14,2.4,17.8,26.2,22.0
20050914,1,0.72,1.0191,1.81,9.2,16.2,27.4,21.8
20050915,0,0.65,1.0157,2.09,11.1,16.6,28.6,22.6
20050916,3,0.84,1.0104,1.86,7.9,18.0,25.0,21.5
20050917,7,0.85,1.0068,0.79,0.2,19.0,24.4,21.7
20050918,7,0.79,1.0084,1.61,6.0,19.2,23.6,21.4
20050919,5,0.82,1.014,1.68,7.7,17.6,24.0,20.8
20050920,5,0.77,1.0125,1.55,5.6,16.4,23.4,19.9
20050921,5,0.82,1.0132,1.06,2.4,14.8,22.4,18.6
20050922,5,0.82,1.016,1.14,4.9,15.0,22.6,18.8
20050923,2,0.74,1.0161,1.93,10.5,12.8,23.0,17.9
20050924,2,0.77,1.0161,1.8,9.4,14.0,24.0,19.0
20050925,3,0.78,1.0154,1.41,5.8,14.8,23.4,19.1
20050926,1,0.74,1.0192,1.68,9.8,14.6,25.2,19.9
20050927,4,0.78,1.0222,1.51,8.1,16.0,24.4,20.2
20050928,3,0.8,1.0223,1.64,9.5,16.0,24.6,20.3
20050929,5,0.8,1.0192,1.31,5.6,17.0,23.8,20.4
20050930,2,0.72,1.0134,1.68,9.7,15.0,24.2,19.6
20051001,0,0.56,1.0154,1.88,10.8,11.8,21.4,16.6
20051002,5,0.84,1.0147,0.66,3.4,10.8,21.0,15.9
20051003,6,0.94,1.0159,0.2,0.6,13.4,17.2,15.3
20051004,4,0.74,1.0177,1.36,6.7,12.2,20.8,16.5
20051005,5,0.79,1.0181,1.6,8.3,13.4,20.6,17.0
20051006,5,0.84,1.0184,0.74,2.6,11.8,19.4,15.6
20051007,7,0.94,1.0179,0.21,0.0,13.4,16.6,15.0
20051008,7,0.95,1.016,0.16,0.0,13.0,16.2,14.6
20051009,2,0.48,1.0182,1.7,10.0,10.2,21.6,15.9
20051010,2,0.82,1.0215,1.6,9.8,11.6,21.4,16.5
20051011,4,0.76,1.0206,1.17,5.6,12.4,21.2,16.8
20051012,4,0.8,1.0198,0.83,5.2,12.0,20.2,16.1
20051013,5,0.8,1.0192,1.17,4.3,13.2,21.4,17.3
20051014,2,0.82,1.0229,1.45,9.2,13.4,22.4,17.9
20051015,1,0.78,1.0252,1.48,9.2,12.6,22.6,17.6
20051016,1,0.76,1.0215,1.51,9.2,10.8,21.6,16.2
20051017,6,0.89,1.0181,0.57,0.4,12.8,19.2,16.0
20051018,4,0.74,1.0199,1.42,9.0,12.2,19.0,15.6
20051019,7,0.86,1.0223,0.22,0.0,12.8,17.2,15.0
20051020,7,0.92,1.0177,0.14,0.0,13.8,19.0,16.4
20051021,7,0.92,1.0147,0.19,0.0,13.4,19.2,16.3
20051022,5,0.92,1.0152,0.82,3.5,13.2,21.0,17.1
20051023,3,0.83,1.0178,1.23,7.4,14.0,22.2,18.1
20051024,1,0.8,1.0214,1.31,9.1,12.8,23.6,18.2
20051025,1,0.82,1.023,1.22,9.2,12.8,22.4,17.6
20051026,0,0.84,1.0237,1.28,9.0,12.4,22.0,17.2
20051027,1,0.87,1.0241,1.17,8.7,12.0,22.2,17.1
20051028,1,0.74,1.0234,1.23,8.7,11.6,22.0,16.8
20051029,0,0.72,1.023,1.26,9.2,10.0,21.6,15.8
20051030,0,0.73,1.0226,1.26,9.0,9.4,20.8,15.1
20051031,2,0.81,1.0209,1.09,7.0,9.6,19.8,14.7
20051101,6,0.95,1.0216,0.4,0.2,12.8,18.2,15.5
20051102,3,0.85,1.0211,1.0,6.8,13.6,20.0,16.8
20051103,2,0.82,1.0216,1.03,8.6,10.0,18.8,14.4
20051104,2,0.86,1.0219,0.93,7.5,9.8,19.6,14.7
20051105,7,0.94,1.0215,0.75,2.5,13.6,19.8,16.7
20051106,8,0.94,1.0215,0.23,0.0,14.6,17.4,16.0
20051107,3,0.93,1.0231,0.79,6.0,12.0,17.2,14.6
20051108,1,0.84,1.0243,1.06,8.5,9.0,17.8,13.4
20051109,2,0.86,1.0242,0.84,6.4,9.4,19.0,14.2
20051110,1,0.8,1.0277,1.02,8.2,9.8,18.6,14.2
20051111,1,0.82,1.0283,0.98,7.8,9.2,18.4,13.8
20051112,1,0.8,1.0231,1.03,8.0,7.8,17.2,12.5
20051113,4,0.82,1.0182,0.8,5.7,7.8,17.2,12.5
20051114,4,0.83,1.0204,0.64,3.2,11.0,18.4,14.7
20051115,5,0.8,1.0142,0.89,5.8,11.6,19.8,15.7
20051116,5,0.92,1.0027,0.41,0.6,11.8,18.8,15.3
20051117,6,0.86,1.0014,0.54,3.4,12.0,16.8,14.4
20051118,4,0.78,1.0089,0.75,4.6,8.6,13.2,10.9
20051119,2,0.62,1.016,1.0,8.4,4.8,12.4,8.6
20051120,0,0.66,1.0267,1.01,8.6,1.0,10.0,5.5
20051121,3,0.67,1.024,0.86,7.0,1.0,11.2,6.1
20051122,7,0.72,1.0147,0.2,0.0,6.6,9.2,7.9
20051123,5,0.58,1.009,0.82,5.2,5.0,9.8,7.4
20051124,4,0.76,1.0086,0.83,7.4,3.4,7.6,5.5
20051125,7,0.79,1.004,0.32,0.6,1.6,11.6,6.6
20051126,8,0.8,0.9986,0.29,0.0,10.4,13.2,11.8
20051127,7,0.76,0.998,0.29,0.6,8.0,11.6,9.8
20051128,4,0.74,1.0062,0.58,4.4,6.4,12.0,9.2
20051129,6,0.85,1.0099,0.3,1.2,4.6,11.2,7.9
20051130,7,0.88,1.0067,0.17,0.0,8.8,11.4,10.1
20051201,3,0.85,1.0102,0.59,5.1,4.4,10.2,7.3
20051202,3,0.78,1.0152,0.78,5.8,1.2,12.0,6.6
20051203,7,0.9,1.0101,0.17,0.0,10.0,13.4,11.7
20051204,4,0.8,1.0149,0.63,4.8,5.6,13.0,9.3
20051205,7,0.8,1.0069,0.55,3.8,10.0,15.4,12.7
20051206,6,0.81,1.0034,0.64,4.3,7.2,12.8,10.0
20051207,4,0.74,1.0121,0.78,7.4,5.0,11.6,8.3
20051208,3,0.66,1.0196,0.66,5.0,2.0,12.0,7.0
20051209,8,0.86,1.0146,0.07,0.5,7.8,9.4,8.6
20051210,3,0.64,1.0208,0.83,7.4,5.6,12.4,9.0
20051211,5,0.74,1.0188,0.28,1.5,3.8,9.4,6.6
20051212,6,0.8,1.0184,0.46,2.7,6.4,12.8,9.6
20051213,5,0.88,1.0169,0.37,0.0,4.8,11.6,8.2
20051214,3,0.8,1.0073,0.53,3.6,5.8,13.6,9.7
20051215,5,0.91,1.0115,0.16,0.0,4.0,7.6,5.8
20051216,6,0.84,1.0104,0.44,2.2,2.0,10.0,6.0
20051217,7,0.86,0.9978,0.38,2.1,7.4,13.2,10.3
20051218,2,0.54,1.0121,0.87,8.2,1.8,7.2,4.5
20051219,1,0.55,1.0269,0.83,8.2,-1.8,6.6,2.4
20051220,5,0.7,1.0284,0.23,0.0,0.2,8.0,4.1
20051221,4,0.82,1.0277,0.33,1.6,2.0,7.6,4.8
20051222,3,0.74,1.0287,0.74,7.1,-0.6,9.2,4.3
20051223,3,0.76,1.0247,0.6,5.7,2.0,8.8,5.4
20051224,1,0.79,1.0254,0.73,8.0,0.0,9.6,4.8
20051225,7,0.9,1.0192,0.1,0.0,3.6,8.8,6.2
20051226,7,0.82,1.009,0.34,1.1,6.8,11.4,9.1
20051227,7,0.8,1.0023,0.19,0.0,7.0,11.2,9.1
20051228,6,0.64,1.0024,0.34,2.0,6.2,9.4,7.8
20051229,6,0.67,1.0128,0.17,0.0,0.6,7.0,3.8
20051230,6,0.68,1.0174,0.67,4.0,-1.8,6.6,2.4
20051231,7,0.94,1.0177,0.05,0.0,2.4,11.0,6.7
20060101,8,0.94,1.0084,0.17,0.0,8.4,12.2,10.3
20060102,7,0.92,1.008,0.17,0.0,5.4,9.0,7.2
20060103,6,0.87,1.012,0.54,3.2,4.0,9.0,6.5
20060104,5,0.83,1.0127,0.17,0.0,3.8,8.8,6.3
20060105,5,0.76,1.0128,0.62,4.1,3.4,9.6,6.5
20060106,2,0.76,1.0174,0.91,7.9,2.2,9.8,6.0
20060107,1,0.78,1.0226,0.91,7.9,0.8,8.4,4.6
20060108,4,0.74,1.0246,0.91,7.8,0.0,8.2,4.1
20060109,1,0.74,1.0244,0.94,8.2,-0.2,10.2,5.0
20060110,2,0.72,1.0261,0.93,7.9,1.0,9.8,5.4
20060111,1,0.74,1.027,0.93,7.9,-0.8,8.8,4.0
20060112,0,0.73,1.0262,1.56,7.1,11.1,9.6,16.0
20060113,1,0.66,1.0292,0.88,7.0,0.2,8.8,4.5
20060114,2,0.74,1.0277,0.96,8.0,-2.2,8.2,3.0
20060115,4,0.67,1.0256,0.73,4.9,0.8,9.0,4.9
20060116,5,0.78,1.0248,0.62,3.6,0.0,8.0,4.0
20060117,3,0.73,1.0236,0.76,3.6,0.0,11.0,5.6
20060118,7,0.84,1.0126,0.19,0.0,6.8,10.0,8.4
20060119,2,0.56,1.0162,0.95,7.5,2.0,12.6,7.3
20060120,0,0.58,1.0259,1.04,8.5,-0.6,11.0,5.2
20060121,3,0.75,1.0222,0.82,5.6,-0.6,10.8,5.1
20060122,5,0.69,1.0155,0.53,2.4,1.4,10.4,5.9
20060123,2,0.56,1.0166,0.71,4.2,0.8,7.0,3.9
20060124,1,0.54,1.0213,0.91,6.5,-0.6,6.6,3.0
20060125,0,0.64,1.0213,1.08,8.5,-3.0,7.0,2.0
20060126,7,0.79,1.0171,0.62,3.1,0.8,7.2,4.0
20060127,8,0.77,1.0176,0.2,0.0,5.0,9.0,7.0
20060128,5,0.75,1.0211,0.42,1.2,6.6,13.2,9.9
20060129,7,0.84,1.0221,0.21,0.0,7.0,13.2,10.1
20060130,8,0.75,1.0166,0.21,0.0,6.2,12.6,9.4
20060131,4,0.59,1.0138,0.84,5.1,6.4,16.8,11.6
20060201,0,0.64,1.0132,1.17,8.8,3.4,16.8,10.1
20060202,0,0.68,1.0145,1.19,8.9,3.6,16.2,9.9
20060203,5,0.81,1.0144,0.6,2.5,3.2,12.4,7.8
20060204,7,0.76,1.0125,0.22,0.0,7.8,12.4,10.1
20060205,5,0.64,1.0123,0.72,3.5,1.8,11.2,6.5
20060206,1,0.52,1.0157,1.13,7.7,0.0,8.2,4.1
20060207,0,0.5,1.0191,1.26,9.1,-1.0,8.2,3.6
20060208,6,0.78,1.0135,0.23,0.0,-2.6,8.2,2.8
20060209,6,0.76,1.0055,0.84,4.4,4.6,12.8,8.7
20060210,4,0.73,1.0086,1.08,6.7,2.8,12.4,7.6
20060211,0,0.6,1.0159,1.31,9.1,0.8,11.8,6.3
20060212,4,0.7,1.0211,1.27,8.5,3.0,9.8,6.4
20060213,1,0.62,1.0211,1.36,9.4,-1.0,10.2,4.6
20060214,0,0.61,1.0231,1.38,9.5,-1.8,11.0,4.6
20060215,5,0.73,1.0211,1.56,9.5,0.0,11.4,5.8
20060216,8,0.85,1.009,0.26,0.0,8.4,11.2,9.8
20060217,5,0.8,1.0066,1.15,6.7,8.4,15.0,11.7
20060218,3,0.75,1.013,1.37,8.8,6.4,14.6,10.5
20060219,4,0.78,1.0129,1.28,7.8,7.6,14.8,11.2
20060220,6,0.82,1.0108,1.0,5.0,8.6,12.6,10.6
20060221,6,0.83,1.01,0.7,2.4,7.8,10.8,9.3
20060222,6,0.78,1.0151,1.2,6.6,7.0,12.4,9.7
20060223,7,0.85,1.0073,0.28,0.0,6.0,9.8,7.9
20060224,8,0.84,0.9994,0.28,0.0,7.2,10.0,8.6
20060225,6,0.76,1.005,0.85,3.3,4.2,12.4,8.3
20060226,2,0.72,1.0094,1.53,9.4,3.6,13.0,8.3
20060227,7,0.84,1.0048,0.29,0.0,6.4,9.0,7.7
20060228,4,0.7,1.0033,1.52,9.1,4.2,11.4,7.8
20060301,5,0.74,1.0079,1.13,4.8,4.6,12.0,8.3
20060302,5,0.62,1.0084,1.56,8.6,6.0,12.6,9.3
20060303,5,0.8,1.0145,0.82,2.3,3.0,12.4,7.7
20060304,4,0.74,1.01,1.47,7.5,9.2,15.2,12.2
20060305,7,0.86,1.0008,0.48,0.4,10.8,14.0,12.4
20060306,5,0.76,0.999,1.11,4.2,3.8,11.2,7.5
20060307,1,0.46,1.0101,1.8,10.2,1.4,8.8,5.1
20060308,1,0.55,1.016,1.78,9.9,0.4,11.4,5.9
20060309,5,0.86,1.012,1.0,3.2,2.8,14.2,8.5
20060310,7,0.79,1.0084,0.72,1.4,6.8,13.4,10.1
20060311,7,0.76,0.9997,0.36,0.0,5.4,10.8,8.1
20060312,1,0.52,0.9994,1.89,10.3,5.0,13.4,9.2
20060313,3,0.64,1.0058,1.48,6.6,3.4,11.2,7.3
20060314,4,0.76,1.0136,1.64,7.8,2.0,12.0,7.0
20060315,2,0.74,1.0161,1.88,9.8,2.2,12.8,7.5
20060316,7,0.9,1.0147,0.38,0.0,6.6,10.8,8.7
20060317,4,0.7,1.0139,1.73,8.3,4.6,13.2,8.9
20060318,5,0.77,1.0139,1.18,3.9,2.6,13.0,7.8
20060319,8,0.78,1.0105,0.55,0.4,7.4,11.2,9.3
20060320,8,0.9,1.0121,0.4,0.0,8.0,12.8,10.4
20060321,6,0.73,1.011,1.15,3.5,7.4,17.2,12.3
20060322,6,0.82,1.0019,0.91,2.0,8.4,14.8,11.6
20060323,5,0.8,1.0041,1.27,4.2,7.0,15.0,11.0
20060324,6,0.83,1.0112,0.57,0.4,4.2,13.0,8.6
20060325,6,0.8,1.0149,1.46,5.4,7.4,15.0,11.2
20060326,5,0.76,1.0216,1.82,8.1,7.8,18.8,13.3
20060327,5,0.8,1.021,1.82,8.0,8.2,17.4,12.8
20060328,5,0.76,1.0135,1.14,3.1,8.0,18.2,13.1
20060329,4,0.63,1.0151,1.8,7.6,9.2,18.8,14.0
20060330,3,0.72,1.0201,1.87,8.1,6.6,18.2,12.4
20060331,3,0.68,1.0196,2.2,10.7,8.0,18.4,13.2
20060401,4,0.7,1.0173,2.12,9.9,8.0,20.4,14.2
20060402,1,0.7,1.0141,2.18,10.3,8.6,20.8,14.7
20060403,1,0.78,1.0134,2.3,11.2,9.0,19.0,14.0
20060404,0,0.56,1.0138,2.35,11.5,8.0,21.8,14.9
20060405,4,0.73,1.0085,1.23,3.3,7.4,16.8,12.1
20060406,6,0.84,1.0056,1.34,3.9,11.8,17.2,14.5
20060407,4,0.69,1.0106,2.18,9.8,9.2,17.8,13.5
20060408,0,0.66,1.0159,2.41,11.6,6.0,18.2,12.1
20060409,2,0.76,1.0169,2.42,11.5,6.8,19.0,12.9
20060410,5,0.67,1.0091,1.18,2.8,11.0,21.0,16.0
20060411,5,0.8,1.0082,1.31,3.5,8.0,14.2,11.1
20060412,3,0.73,1.0096,2.17,9.3,5.4,16.0,10.7
20060413,2,0.62,1.0108,2.48,11.6,7.0,17.4,12.2
20060414,1,0.6,1.018,2.49,11.6,5.8,19.0,12.4
20060415,5,0.6,1.0207,2.4,10.8,7.2,20.2,13.7
20060416,5,0.7,1.0159,2.04,8.0,13.0,21.0,17.0
20060417,8,0.83,1.0116,0.49,0.0,11.8,18.2,15.0
20060418,8,0.8,1.0032,1.03,1.8,13.4,18.8,16.1
20060419,3,0.7,1.0075,2.52,11.4,10.2,21.8,16.0
20060420,4,0.68,1.0144,2.53,11.4,11.8,20.2,16.0
20060421,4,0.7,1.0158,2.36,10.0,10.6,20.0,15.3
20060422,2,0.78,1.0165,2.62,12.0,9.0,20.2,14.6
20060423,4,0.81,1.017,2.27,9.2,10.6,20.0,15.3
20060424,1,0.71,1.0171,2.63,11.9,9.4,22.6,16.0
20060425,5,0.68,1.0172,1.21,2.5,11.6,22.2,16.9
20060426,8,0.8,1.0158,0.52,0.0,13.8,19.0,16.4
20060427,7,0.86,1.0117,1.2,2.4,12.8,18.0,15.4
20060428,6,0.87,1.0073,1.59,4.5,11.6,17.8,14.7
20060429,6,0.88,1.0048,1.04,1.6,10.8,17.8,14.3
20060430,5,0.82,1.0073,1.91,6.4,10.4,17.4,13.9
20060501,4,0.75,1.0127,2.59,11.2,10.2,18.4,14.3
20060502,3,0.81,1.0178,2.69,11.9,10.2,20.2,15.2
20060503,4,0.78,1.0179,2.38,9.6,10.4,22.2,16.3
20060504,4,0.69,1.0164,2.64,11.4,13.0,22.8,17.9
20060505,5,0.74,1.0181,2.38,9.5,13.0,20.8,16.9
20060506,5,0.8,1.0195,2.07,7.4,12.6,20.0,16.3
20060507,3,0.78,1.0186,2.53,10.5,10.4,20.4,15.4
20060508,4,0.82,1.0175,2.02,7.0,10.8,20.6,15.7
20060509,6,0.78,1.013,1.54,4.1,12.0,18.0,15.0
20060510,5,0.74,1.0113,2.55,10.5,10.8,19.0,14.9
20060511,4,0.76,1.0145,1.44,3.5,10.6,18.4,14.5
20060512,2,0.72,1.0209,2.52,10.2,8.8,21.6,15.2
20060513,2,0.66,1.0219,2.83,12.4,10.2,22.6,16.4
20060514,4,0.82,1.0189,2.72,11.5,12.2,21.0,16.6
20060515,3,0.73,1.0197,2.61,10.7,11.6,23.6,17.6
20060516,2,0.69,1.0211,2.85,12.4,12.8,25.8,19.3
20060517,3,0.71,1.0204,2.83,12.2,13.8,25.4,19.6
20060518,3,0.75,1.0195,2.72,11.4,14.2,27.0,20.6
20060519,4,0.66,1.0147,2.48,9.7,15.8,27.8,21.8
20060520,3,0.78,1.0122,2.66,10.9,17.0,24.4,20.7
20060521,3,0.77,1.0131,2.85,12.2,16.2,25.0,20.6
20060522,0,0.64,1.0135,2.85,12.2,15.0,29.4,22.2
20060523,4,0.68,1.014,2.24,8.0,17.6,31.6,24.6
20060524,5,0.74,1.0144,2.17,7.5,17.8,28.4,23.1
20060525,1,0.62,1.0194,2.89,12.4,14.0,29.0,21.5
20060526,3,0.64,1.0204,2.89,12.4,14.6,27.4,21.0
20060527,2,0.65,1.021,2.91,12.5,14.0,28.0,21.0
20060528,1,0.69,1.018,2.94,12.7,14.0,25.2,19.6
20060529,2,0.77,1.0098,2.99,13.0,15.0,26.2,20.6
20060530,2,0.7,1.0024,2.81,11.7,14.4,24.8,19.6
20060531,2,0.64,1.0078,2.77,11.4,11.4,23.6,17.5
20060601,5,0.72,1.0101,2.67,11.4,12.0,20.2,16.1
20060602,6,0.74,1.0104,1.08,2.1,10.6,19.8,15.2
20060603,4,0.66,1.0123,2.69,11.5,11.4,21.4,16.4
20060604,5,0.69,1.0164,2.04,7.1,11.0,23.0,17.0
20060605,3,0.63,1.0192,2.73,11.8,13.0,24.0,18.5
20060606,5,0.74,1.0193,1.53,4.2,14.0,23.6,18.8
20060607,3,0.6,1.0204,2.63,11.0,11.8,23.8,17.8
20060608,3,0.64,1.0219,2.71,11.6,11.2,22.8,17.0
20060609,4,0.72,1.0208,2.05,7.1,12.0,22.2,17.1
20060610,3,0.68,1.0202,2.52,10.2,11.2,23.0,17.1
20060611,5,0.71,1.0218,1.86,6.0,14.6,23.0,18.8
20060612,2,0.68,1.0234,2.69,11.4,11.4,24.6,18.0
20060613,0,0.67,1.0223,2.82,12.4,12.8,26.0,19.4
20060614,1,0.7,1.0197,2.84,12.5,14.2,26.6,20.4
20060615,2,0.63,1.0207,2.8,12.2,15.0,27.4,21.2
20060616,4,0.62,1.021,1.95,6.5,14.0,27.2,20.6
20060617,4,0.58,1.0199,2.07,7.2,16.2,30.2,23.2
20060618,4,0.58,1.0202,1.11,2.2,18.0,31.0,24.5
20060619,5,0.46,1.0204,1.63,4.7,19.0,32.4,25.7
20060620,3,0.5,1.0192,2.33,8.9,19.4,34.6,27.0
20060621,3,0.52,1.0161,2.55,10.4,20.0,34.6,27.3
20060622,5,0.64,1.0135,0.93,1.5,18.8,32.4,25.6
20060623,1,0.72,1.0116,2.78,12.1,19.2,32.4,25.8
20060624,0,0.64,1.013,2.89,12.9,20.0,33.6,26.8
20060625,1,0.69,1.0147,2.65,11.1,20.4,32.4,26.4
20060626,0,0.64,1.015,2.71,11.6,21.4,34.2,27.8
20060627,2,0.67,1.0165,2.52,10.2,20.8,33.4,27.1
20060628,4,0.56,1.0148,1.93,6.4,22.4,35.0,28.7
20060629,4,0.66,1.0138,1.69,5.0,23.8,36.6,30.2
20060630,3,0.76,1.0156,2.71,11.6,23.6,31.4,27.5
20060701,3,0.69,1.0152,2.76,12.0,23.8,32.4,28.1
20060702,3,0.64,1.0136,2.59,11.5,23.4,33.2,28.3
20060703,1,0.61,1.0129,3.01,12.8,22.2,34.6,28.4
20060704,1,0.68,1.0143,2.98,12.2,20.8,33.0,26.9
20060705,2,0.76,1.0187,2.76,12.0,20.6,32.0,26.3
20060706,4,0.74,1.0198,1.75,7.1,21.6,31.4,26.5
20060707,5,0.78,1.015,1.92,6.2,18.4,29.0,23.7
20060708,3,0.69,1.0142,2.78,11.2,17.2,29.8,23.5
20060709,3,0.72,1.0165,1.78,6.6,19.6,29.2,24.4
20060710,1,0.65,1.0186,2.93,12.4,18.8,32.8,25.8
20060711,1,0.62,1.0186,2.79,11.2,20.6,34.0,27.3
20060712,2,0.58,1.0163,2.76,12.6,20.4,34.2,27.3
