DATE,BUDAPEST_cloud_cover,BUDAPEST_humidity,BUDAPEST_pressure,BUDAPEST_global_radiation,BUDAPEST_precipitation,BUDAPEST_sunshine,BUDAPEST_temp_max,BUDAPEST_temp_mean
20050529,3,0.5,1.0172,3.23,0.0,13.9,32.4,25.6
20050530,3,0.47,1.0142,3.11,0.0,13.6,32.5,26.9
20050531,5,0.58,1.016,2.56,0.0,8.1,29.2,18.9
20050601,2,0.44,1.0195,3.12,0.0,13.6,20.6,16.4
20050602,3,0.44,1.02,2.5,0.0,12.6,22.0,16.8
20050603,4,0.45,1.0186,3.24,0.0,13.0,25.3,19.6
20050604,2,0.46,1.0143,3.31,0.0,12.2,27.8,21.3
20050605,6,0.63,1.0152,1.95,0.0,5.9,25.8,17.4
20050606,4,0.48,1.0157,2.89,0.0,12.9,22.4,18.4
20050607,4,0.51,1.0178,3.24,0.0,10.5,19.8,15.0
20050608,8,0.6,1.0221,1.56,0.88,0.2,16.3,12.7
20050609,8,0.77,1.0172,0.47,2.64,0.0,13.7,10.1
20050610,8,0.87,1.011,0.56,1.3,0.0,11.9,10.6
20050611,6,0.71,1.0116,2.3,0.0,5.5,20.0,14.3
20050612,7,0.73,1.0118,2.2,0.0,4.0,19.9,16.2
20050613,1,0.63,1.0119,3.34,0.0,13.5,25.4,19.8
20050614,3,0.53,1.0151,3.16,0.0,12.8,28.3,22.5
20050615,6,0.6,1.0161,2.59,0.0,9.2,29.2,22.0
20050616,4,0.61,1.0182,2.27,0.0,13.4,27.8,23.3
20050617,4,0.56,1.0206,2.49,0.0,12.5,28.4,23.5
20050618,3,0.52,1.0178,3.03,0.0,11.6,26.4,22.3
20050619,4,0.48,1.0175,2.8,0.0,13.3,24.5,20.1
20050620,2,0.47,1.0159,3.07,0.0,12.6,26.9,21.3
20050621,3,0.49,1.0168,2.89,0.0,13.0,26.6,21.4
20050622,5,0.51,1.0176,2.68,0.0,8.4,27.6,22.3
20050623,3,0.51,1.0185,2.63,0.0,9.4,25.6,21.4
20050624,1,0.45,1.0211,3.45,0.0,14.8,27.3,21.4
20050625,3,0.47,1.0177,3.33,0.0,14.1,28.8,22.8
20050626,6,0.63,1.0173,2.17,0.0,3.5,28.2,23.0
20050627,3,0.53,1.0179,2.82,0.0,13.0,27.3,23.6
20050628,4,0.48,1.0148,3.11,0.0,13.1,29.5,23.9
20050629,4,0.48,1.0089,2.68,0.0,10.6,30.3,24.8
20050630,6,0.69,1.0071,1.64,0.9,6.2,26.0,21.8
20050701,7,0.7,1.0098,2.23,0.93,7.1,26.4,20.1
20050702,8,0.78,1.0118,0.93,0.04,0.1,21.6,18.3
20050703,4,0.51,1.0164,2.67,0.0,10.3,25.7,21.4
20050704,2,0.5,1.0149,3.42,0.0,14.1,27.6,21.7
20050705,6,0.67,1.0104,1.83,0.6,6.9,27.4,18.9
20050706,4,0.62,1.0096,3.0,0.0,11.3,20.2,15.4
20050707,4,0.57,1.0115,2.88,0.0,11.8,24.8,19.1
20050708,5,0.7,1.0136,2.07,0.2,7.1,24.7,19.6
20050709,7,0.77,1.0148,2.31,0.0,5.4,23.3,19.2
20050710,6,0.82,1.0151,1.2,0.45,2.7,21.5,18.2
20050711,7,0.81,1.0163,1.95,2.92,3.6,24.6,18.6
20050712,8,0.87,1.0179,0.69,0.36,0.0,18.5,17.3
20050713,6,0.68,1.0176,2.21,0.33,4.4,26.6,20.1
20050714,4,0.6,1.0174,2.66,0.0,10.9,27.7,21.1
20050715,1,0.54,1.018,3.11,0.0,14.3,29.4,23.0
20050716,6,0.56,1.0137,2.88,0.0,10.5,29.9,24.5
20050717,3,0.55,1.0121,2.33,0.0,10.4,28.1,23.7
20050718,4,0.56,1.0123,2.78,0.0,12.6,30.8,25.0
20050719,5,0.63,1.0112,1.97,0.02,6.7,28.8,22.8
20050720,1,0.51,1.0181,3.29,0.0,14.2,24.9,21.0
20050721,5,0.53,1.0153,1.63,0.0,6.6,23.3,19.2
20050722,6,0.58,1.0114,1.32,0.04,2.9,24.9,19.9
20050723,6,0.69,1.0107,1.45,0.37,4.3,22.1,17.8
20050724,5,0.63,1.0113,2.12,0.0,8.4,25.6,20.2
20050725,5,0.61,1.0123,2.73,0.0,8.8,28.1,22.5
20050726,5,0.61,1.0116,2.27,0.0,9.5,29.1,24.3
20050727,2,0.59,1.0145,2.76,0.0,12.7,32.0,25.9
20050728,1,0.61,1.0156,2.81,0.0,13.0,34.3,27.8
20050729,0,0.56,1.0151,2.85,0.0,13.2,35.1,29.0
20050730,0,0.53,1.0128,2.88,0.0,12.5,34.9,28.6
20050731,4,0.6,1.0102,2.57,0.0,11.5,34.1,26.7
20050801,1,0.56,1.0125,2.91,0.0,13.1,30.3,24.4
20050802,2,0.52,1.0153,2.72,0.0,12.2,31.5,25.4
20050803,8,0.7,1.0132,1.48,3.92,4.2,29.3,23.8
20050804,8,0.87,1.0124,0.44,6.96,0.0,23.1,16.7
20050805,8,0.81,1.0159,0.53,0.13,0.0,17.2,15.6
20050806,4,0.63,1.0138,2.68,0.0,10.4,22.9,18.2
20050807,7,0.65,1.011,1.42,0.0,1.9,20.5,16.6
20050808,6,0.68,1.0102,1.72,0.0,4.0,17.8,14.4
20050809,3,0.53,1.015,2.28,0.0,11.6,21.5,17.2
20050810,2,0.55,1.0129,2.96,0.0,12.2,25.5,19.9
20050811,3,0.59,1.0129,2.75,0.0,11.0,24.5,19.6
20050812,5,0.61,1.014,2.16,0.0,5.9,25.3,19.9
20050813,3,0.54,1.0157,2.76,0.0,13.0,25.8,20.9
20050814,4,0.53,1.0164,2.79,0.0,12.1,25.5,20.5
20050815,7,0.76,1.0114,0.75,0.12,0.2,22.1,17.2
20050816,8,0.8,1.012,0.77,1.45,0.4,19.6,17.7
20050817,7,0.82,1.0135,1.68,0.0,2.4,22.0,19.0
20050818,6,0.57,1.0147,1.69,0.0,3.6,24.7,21.3
20050819,7,0.66,1.0142,1.34,0.0,5.0,24.6,20.9
20050820,3,0.64,1.0149,2.4,0.0,11.6,26.6,22.1
20050821,7,0.71,1.0134,1.32,3.51,0.7,24.6,20.7
20050822,8,0.89,1.0109,0.73,1.12,1.7,22.6,18.2
20050823,7,0.86,1.008,1.78,0.35,2.0,23.1,18.6
20050824,7,0.82,1.0095,0.55,0.0,0.1,19.5,18.0
20050825,3,0.71,1.0109,2.3,0.02,11.8,25.6,20.2
20050826,7,0.74,1.0154,1.13,0.04,1.6,24.4,19.8
20050827,7,0.7,1.0195,1.88,0.45,7.6,25.1,20.0
20050828,7,0.86,1.0192,1.23,0.01,0.3,21.7,18.9
20050829,4,0.77,1.0244,1.78,0.0,8.1,25.8,20.1
20050830,2,0.7,1.0246,2.02,0.0,10.5,27.0,21.7
20050831,4,0.7,1.0208,2.22,0.0,11.3,27.6,22.3
20050901,1,0.61,1.0179,2.33,0.0,11.4,27.9,22.4
20050902,1,0.5,1.021,2.39,0.0,11.2,24.8,20.4
20050903,3,0.54,1.0256,2.41,0.0,10.3,23.8,18.9
20050904,5,0.57,1.0261,2.0,0.0,6.5,22.9,18.1
20050905,4,0.58,1.023,2.21,0.0,11.4,25.3,18.6
20050906,4,0.61,1.02,2.03,0.0,10.8,25.0,18.8
20050907,1,0.59,1.0198,2.25,0.0,10.8,25.9,19.6
20050908,1,0.65,1.0208,2.2,0.0,11.1,26.9,20.6
20050909,3,0.6,1.018,2.04,0.0,9.8,27.9,21.7
20050910,8,0.67,1.0125,1.37,0.0,2.4,24.8,20.6
20050911,6,0.79,1.011,1.52,0.01,6.3,24.6,20.0
20050912,2,0.71,1.0122,2.16,0.0,9.8,27.3,21.3
20050913,3,0.7,1.0183,1.71,0.0,10.1,25.8,21.0
20050914,4,0.69,1.0201,1.32,0.0,5.7,23.5,19.0
20050915,4,0.67,1.0168,1.85,0.0,6.9,23.0,18.3
20050916,5,0.63,1.0087,1.72,0.0,6.7,25.8,20.5
20050917,7,0.77,1.0077,0.85,0.14,0.9,21.7,16.5
20050918,8,0.6,1.0192,1.17,0.0,0.7,16.5,13.8
20050919,8,0.75,1.0203,0.22,1.75,0.0,14.4,11.6
20050920,8,0.94,1.0193,0.2,0.78,0.0,11.8,10.8
20050921,7,0.8,1.0207,0.81,0.0,1.5,16.7,13.9
20050922,5,0.61,1.0215,1.47,0.0,6.1,19.5,15.7
20050923,7,0.66,1.0208,1.56,0.0,8.6,20.7,15.0
20050924,3,0.69,1.0192,1.88,0.0,9.0,22.3,16.2
20050925,7,0.74,1.0189,0.83,0.0,2.5,21.2,16.9
20050926,5,0.78,1.0219,1.43,0.55,7.7,22.6,17.0
20050927,4,0.76,1.0231,1.53,0.0,7.8,22.8,17.0
20050928,7,0.78,1.0214,1.57,0.0,6.0,20.5,15.7
20050929,8,0.8,1.0186,1.15,0.86,1.6,19.6,14.4
20050930,6,0.7,1.0177,1.09,0.0,6.8,15.6,12.6
20051001,7,0.73,1.0187,0.72,0.0,0.2,13.6,10.9
20051002,8,0.85,1.0172,0.51,0.02,0.0,14.4,12.2
20051003,6,0.82,1.022,0.92,0.0,3.0,21.4,16.5
20051004,5,0.74,1.0239,1.43,0.0,6.3,23.1,18.5
20051005,7,0.65,1.0253,1.34,0.0,7.9,21.9,17.6
20051006,6,0.62,1.0261,1.47,0.0,7.4,20.8,15.7
20051007,3,0.7,1.0284,1.44,0.0,8.7,19.9,15.0
20051008,6,0.7,1.0273,1.11,0.0,4.2,17.3,12.7
20051009,2,0.67,1.0277,1.5,0.0,8.2,20.2,12.8
20051010,1,0.69,1.0295,1.44,0.0,8.9,19.4,12.8
20051011,4,0.73,1.0289,1.22,0.0,7.2,17.5,11.9
20051012,1,0.68,1.026,1.44,0.0,8.4,17.4,11.7
20051013,6,0.69,1.0218,1.32,0.03,6.9,17.6,12.0
20051014,3,0.76,1.0253,0.99,0.0,6.4,16.2,11.4
20051015,5,0.76,1.0281,1.12,0.0,3.6,14.8,10.3
20051016,2,0.6,1.0222,0.98,0.0,7.6,14.1,10.2
20051017,1,0.59,1.0228,1.48,0.0,9.5,12.4,7.8
20051018,3,0.68,1.0238,1.02,0.0,6.7,12.4,7.4
20051019,3,0.64,1.0265,1.35,0.0,8.4,12.2,7.7
20051020,7,0.67,1.0232,0.73,0.02,1.9,12.8,8.2
20051021,8,0.89,1.018,0.23,0.1,0.0,11.9,9.7
20051022,8,0.91,1.0145,0.36,0.13,0.0,12.4,11.5
20051023,7,0.92,1.0153,0.77,0.01,1.2,16.0,13.1
20051024,3,0.71,1.0207,1.19,0.0,7.6,16.9,13.3
20051025,7,0.74,1.0215,0.96,0.0,5.7,18.9,14.3
20051026,6,0.65,1.0205,1.03,0.0,5.6,22.3,16.7
20051027,3,0.62,1.0231,1.11,0.0,8.4,20.0,16.2
20051028,0,0.63,1.0267,1.14,0.0,8.9,16.3,12.7
20051029,0,0.55,1.0294,1.19,0.0,9.5,13.5,9.0
20051030,0,0.65,1.0291,1.15,0.0,8.8,10.6,6.5
20051031,0,0.71,1.0273,1.14,0.0,8.1,10.4,4.8
20051101,0,0.71,1.0264,1.06,0.0,7.9,12.3,5.9
20051102,7,0.69,1.0228,0.37,0.0,0.0,12.2,7.9
20051103,6,0.71,1.0259,0.91,0.0,6.2,13.4,8.1
20051104,3,0.7,1.0248,0.91,0.0,6.7,13.6,9.0
20051105,6,0.76,1.0247,0.74,0.0,2.1,12.8,8.5
20051106,7,0.76,1.03,0.41,0.0,0.0,12.1,9.8
20051107,7,0.73,1.0283,0.73,0.0,1.6,12.7,9.2
20051108,6,0.74,1.03,0.74,0.0,5.5,14.2,9.3
20051109,0,0.83,1.0291,0.81,0.0,6.9,10.7,6.5
20051110,2,0.82,1.0308,0.72,0.0,5.0,10.5,5.7
20051111,6,0.81,1.0318,0.66,0.0,4.3,11.8,7.0
20051112,8,0.85,1.0275,0.12,0.0,0.0,7.3,6.5
20051113,8,0.79,1.0263,0.11,0.0,0.0,6.8,5.9
20051114,8,0.77,1.0289,0.24,0.0,0.0,9.4,7.2
20051115,8,0.88,1.0178,0.1,0.0,0.0,9.3,4.6
20051116,8,0.88,1.0025,0.37,0.99,1.0,11.3,6.9
20051117,3,0.64,1.0049,0.81,0.0,5.8,8.5,5.6
20051118,3,0.69,1.0151,0.76,0.0,7.3,6.2,3.2
20051119,0,0.62,1.0206,0.85,0.0,8.2,3.4,1.0
20051120,3,0.69,1.0253,0.85,0.16,7.9,2.8,0.4
20051121,7,0.87,1.0221,0.3,0.01,0.0,2.2,0.5
20051122,7,0.78,1.0265,0.38,0.08,0.0,0.7,-0.8
20051123,3,0.64,1.0317,0.8,0.12,7.8,2.2,-0.7
20051124,8,0.83,1.019,0.12,0.28,0.0,0.9,-0.1
20051125,7,0.87,1.0033,0.22,0.12,0.0,1.3,0.4
20051126,8,0.85,1.0036,0.16,0.02,0.0,5.3,3.4
20051127,8,0.81,0.9982,0.2,0.42,0.0,8.5,6.1
20051128,7,0.78,1.0044,0.43,0.13,1.3,5.4,2.2
20051129,8,0.89,1.0129,0.22,0.55,0.0,3.2,1.2
20051130,8,0.89,1.0119,0.13,0.01,0.0,4.1,2.4
20051201,6,0.7,1.0152,0.41,0.48,1.2,4.7,2.8
20051202,8,0.86,1.0132,0.25,0.0,0.0,4.2,1.7
20051203,8,0.87,1.0109,0.23,0.52,0.5,5.8,4.1
20051204,4,0.81,1.0102,0.62,0.07,5.7,10.0,6.3
20051205,8,0.88,1.0083,0.11,1.6,0.0,6.8,5.7
20051206,8,0.9,1.0003,0.06,1.54,0.0,8.0,5.8
20051207,5,0.72,1.0103,0.55,0.0,6.2,7.7,4.9
20051208,4,0.72,1.0182,0.37,0.0,3.4,7.0,4.2
20051209,2,0.75,1.0273,0.66,0.0,7.5,6.6,3.1
20051210,7,0.73,1.0383,0.24,0.0,0.0,3.8,1.6
20051211,1,0.74,1.0402,0.68,0.0,6.6,2.6,-1.6
20051212,3,0.88,1.0345,0.61,0.2,3.1,-1.8,-4.5
20051213,7,0.83,1.0297,0.21,0.02,0.1,2.7,-0.5
20051214,8,0.77,1.0235,0.23,0.0,0.1,2.8,1.2
20051215,8,0.76,1.0151,0.31,0.18,0.2,4.2,2.4
20051216,7,0.76,0.9984,0.17,1.33,0.0,4.7,3.2
20051217,4,0.66,0.9974,0.63,0.0,6.4,5.0,1.1
20051218,3,0.67,1.0106,0.66,0.04,6.6,0.8,-1.0
20051219,4,0.77,1.0201,0.55,0.06,3.7,2.2,0.6
20051220,8,0.81,1.0246,0.18,0.18,0.0,2.9,1.3
20051221,2,0.69,1.0244,0.49,0.0,7.3,3.8,1.3
20051222,6,0.76,1.0262,0.11,0.03,0.0,2.4,1.0
20051223,4,0.77,1.0238,0.54,0.0,6.8,4.4,2.8
20051224,6,0.8,1.0212,0.36,0.0,0.0,5.5,3.8
20051225,5,0.72,1.016,0.33,0.0,2.3,6.0,4.4
20051226,8,0.81,1.015,0.17,0.0,0.0,3.7,-0.8
20051227,8,0.82,1.0098,0.08,1.26,0.0,0.0,-1.0
20051228,8,0.95,1.0018,0.06,0.75,0.0,3.9,1.8
20051229,6,0.72,1.014,0.45,0.82,0.5,2.3,-0.1
20051230,6,0.83,1.0113,0.18,0.1,1.4,1.4,-2.4
20051231,7,0.83,1.0153,0.4,0.25,0.0,-0.3,-2.8
20060101,8,0.9,1.0126,0.17,1.45,0.0,2.1,1.0
20060102,8,0.92,1.0104,0.08,1.0,0.0,4.9,3.8
20060103,8,0.93,1.0184,0.08,0.02,0.0,5.0,2.1
20060104,8,0.86,1.0252,0.1,0.0,0.0,2.5,1.7
20060105,8,0.8,1.0226,0.09,0.39,0.0,5.6,3.7
20060106,8,0.87,1.023,0.13,0.27,0.0,5.8,3.9
20060107,5,0.72,1.0292,0.54,0.0,2.0,4.3,2.3
20060108,0,0.57,1.0353,0.75,0.0,7.7,2.2,-0.5
20060109,1,0.54,1.0347,0.75,0.0,7.8,5.6,-0.5
20060110,1,0.57,1.0321,0.61,0.0,5.3,5.2,0.8
20060111,0,0.73,1.0312,0.72,0.0,7.4,4.8,0.3
20060112,8,0.91,1.0347,0.13,0.0,0.0,0.3,-2.4
20060113,5,0.85,1.0375,0.15,0.0,0.0,0.8,-1.1
20060114,8,0.89,1.0369,0.07,0.0,0.0,-1.0,-3.1
20060115,8,0.75,1.0364,0.21,0.0,0.0,-1.2,-2.3
20060116,8,0.74,1.0313,0.12,0.0,0.0,-1.9,-3.3
20060117,8,0.83,1.025,0.09,0.05,0.0,-2.7,-3.7
20060118,8,0.83,1.0074,0.25,0.02,0.0,2.4,-1.0
20060119,2,0.67,1.0167,0.8,0.0,7.3,2.9,-2.0
20060120,8,0.69,1.0267,0.35,0.07,0.0,-1.4,-3.1
20060121,6,0.74,1.0198,0.58,0.12,4.9,6.5,1.5
20060122,6,0.71,1.0233,0.33,0.05,4.3,4.6,-1.2
20060123,2,0.49,1.0379,0.53,0.0,5.3,-4.3,-8.7
20060124,0,0.59,1.0438,0.99,0.0,8.1,-5.3,-8.9
20060125,1,0.64,1.0349,0.96,0.0,7.7,-5.4,-8.7
20060126,3,0.65,1.0282,0.99,0.0,7.6,-4.1,-8.1
20060127,4,0.56,1.0317,0.97,0.0,7.6,-2.1,-6.9
20060128,6,0.53,1.0317,0.47,0.0,1.1,-1.0,-4.4
20060129,8,0.66,1.0314,0.21,0.0,0.0,-0.1,-1.2
20060130,8,0.8,1.0299,0.19,0.0,0.0,1.4,-0.2
20060131,6,0.79,1.0236,0.31,0.0,0.5,0.7,-2.9
20060201,8,0.83,1.0243,0.22,0.0,0.0,-1.6,-3.4
20060202,7,0.82,1.0198,0.28,0.0,0.9,-2.1,-3.9
20060203,8,0.77,1.0189,0.36,0.0,0.0,-1.9,-4.1
20060204,8,0.76,1.0213,0.28,0.0,0.8,-2.5,-3.5
20060205,6,0.7,1.0272,0.75,0.0,2.8,-1.1,-3.8
20060206,4,0.62,1.0272,0.74,0.0,2.5,-2.4,-5.3
20060207,7,0.73,1.0222,0.52,0.21,0.0,-4.1,-6.2
20060208,8,0.88,1.0109,0.25,1.04,0.0,-1.1,-2.5
20060209,6,0.87,1.0066,1.02,0.21,4.8,4.8,-1.3
20060210,7,0.84,1.0102,0.6,0.03,1.0,2.7,0.2
20060211,5,0.76,1.0177,0.77,0.0,2.4,2.5,0.6
20060212,7,0.69,1.0229,0.98,0.0,4.0,1.3,-0.8
20060213,4,0.69,1.0225,0.93,0.0,6.8,1.6,-1.0
20060214,8,0.69,1.0229,0.78,0.0,1.8,2.9,0.6
20060215,8,0.79,1.02,0.71,0.17,1.2,1.9,0.0
20060216,8,0.92,1.0033,0.28,0.22,0.0,0.0,-1.1
20060217,6,0.9,0.9999,0.16,0.38,0.0,4.7,1.4
20060218,5,0.84,1.0082,1.11,0.09,5.8,8.1,3.6
20060219,4,0.74,1.0096,1.23,0.0,9.6,11.4,6.4
20060220,6,0.68,1.0093,1.09,0.03,5.0,14.2,8.1
20060221,6,0.79,1.0124,1.04,0.0,2.9,10.8,7.1
20060222,4,0.72,1.017,1.28,0.0,8.3,6.9,4.0
20060223,6,0.69,1.0212,0.99,0.0,3.6,6.3,3.1
20060224,7,0.51,1.018,1.15,0.1,3.3,8.6,4.6
20060225,8,0.89,1.0141,0.25,0.78,0.0,5.4,0.8
20060226,8,0.88,1.0095,0.33,0.1,0.0,2.1,-0.4
20060227,3,0.62,1.0136,1.27,0.0,5.5,0.8,-2.6
20060228,6,0.65,1.0133,1.48,0.0,7.0,-0.4,-3.5
20060301,5,0.58,1.0065,1.47,0.0,6.5,4.7,0.0
20060302,8,0.61,1.008,0.97,0.0,1.3,2.7,0.6
20060303,3,0.61,1.0075,1.63,0.0,7.9,5.7,1.7
20060304,8,0.76,0.9979,0.3,0.46,0.0,7.8,4.8
20060305,8,0.92,1.0002,0.2,1.18,0.0,2.5,0.1
20060306,6,0.65,1.0095,1.19,0.0,4.0,1.7,-0.3
20060307,1,0.46,1.013,1.72,0.0,10.0,4.2,0.4
20060308,2,0.59,1.017,1.94,0.0,10.0,4.0,0.3
20060309,8,0.78,1.0102,0.43,0.67,0.0,1.2,-0.2
20060310,8,0.83,1.0054,0.58,0.17,0.4,7.0,4.8
20060311,5,0.7,1.0023,1.71,0.0,6.4,8.4,5.1
20060312,7,0.71,1.0114,0.89,0.0,1.7,5.2,1.7
20060313,8,0.65,1.0184,0.57,0.25,0.0,3.5,0.8
20060314,7,0.72,1.0191,0.69,0.0,0.0,3.4,0.8
20060315,7,0.65,1.0199,1.13,0.0,4.4,5.3,2.1
20060316,8,0.64,1.0204,0.91,0.0,0.0,5.7,3.6
20060317,8,0.79,1.0201,0.34,0.0,0.0,4.5,2.5
20060318,8,0.77,1.0196,0.41,0.01,0.0,4.6,3.2
20060319,4,0.61,1.0154,1.89,0.0,8.2,9.0,5.0
20060320,0,0.56,1.0104,2.1,0.0,10.8,13.6,6.9
20060321,5,0.54,1.0077,1.91,0.0,5.9,14.5,7.9
20060322,6,0.63,1.0059,1.39,0.0,5.5,14.7,10.1
20060323,7,0.56,1.0062,0.99,0.0,2.0,11.6,6.8
20060324,2,0.38,1.0159,2.28,0.0,10.4,8.7,4.5
20060325,6,0.62,1.0155,1.77,0.0,4.3,12.4,7.1
20060326,6,0.68,1.017,1.18,0.08,2.8,17.2,12.3
20060327,5,0.63,1.0143,1.43,0.0,4.6,20.2,14.6
20060328,7,0.64,1.0072,1.25,0.11,4.6,17.7,14.2
20060329,8,0.78,1.0053,0.29,0.37,0.2,16.9,8.6
20060330,5,0.52,1.0142,2.19,0.01,9.9,17.1,11.7
20060331,7,0.58,1.0113,0.78,0.01,1.5,16.5,12.7
20060401,5,0.48,1.015,1.95,0.0,9.6,19.2,14.6
20060402,6,0.59,1.0142,1.32,0.0,5.7,17.9,13.2
20060403,5,0.56,1.0139,1.91,0.0,10.6,16.9,12.5
20060404,4,0.51,1.0142,1.93,0.0,8.3,14.4,10.6
20060405,8,0.62,1.0109,1.28,0.11,2.9,14.5,9.7
20060406,8,0.78,1.01,0.56,0.21,0.2,10.4,5.8
20060407,3,0.54,1.0151,1.96,0.0,10.1,11.5,7.0
20060408,0,0.45,1.0168,2.52,0.0,11.7,14.8,9.1
20060409,3,0.48,1.0154,2.46,0.0,10.6,17.8,11.9
20060410,7,0.47,1.0103,1.67,0.25,4.1,20.8,15.2
20060411,8,0.79,1.0065,0.57,0.18,0.0,18.3,9.7
20060412,6,0.62,1.0064,1.46,0.0,4.1,12.7,8.4
20060413,7,0.51,1.0085,1.33,0.0,5.1,12.4,8.9
20060414,7,0.62,1.012,1.11,0.01,2.0,16.7,10.7
20060415,3,0.57,1.0173,2.61,0.0,10.6,17.6,12.5
20060416,6,0.65,1.0117,1.45,0.12,4.5,17.8,14.1
20060417,4,0.59,1.0117,1.8,0.0,8.3,17.6,14.1
20060418,7,0.62,1.0128,2.2,0.0,6.3,20.0,14.5
20060419,6,0.48,1.0117,1.25,0.0,3.6,20.4,16.3
20060420,7,0.74,1.0147,0.99,0.1,1.3,18.4,13.4
20060421,4,0.65,1.0168,1.98,0.17,10.0,19.4,14.7
20060422,3,0.5,1.0164,2.55,0.0,12.4,22.5,16.4
20060423,3,0.44,1.015,2.22,0.0,12.0,24.7,17.8
20060424,3,0.46,1.0177,2.66,0.0,11.6,25.3,18.8
20060425,6,0.47,1.0184,2.55,0.0,9.9,25.7,19.0
20060426,5,0.52,1.0165,2.12,0.0,8.6,25.3,18.9
20060427,7,0.61,1.0126,2.07,0.53,6.9,24.3,17.7
20060428,8,0.76,1.0111,1.18,0.15,0.9,19.4,16.0
20060429,6,0.49,1.0087,2.19,0.0,7.0,19.8,16.4
20060430,7,0.48,1.0126,1.91,0.0,2.8,18.6,14.6
20060501,7,0.77,1.0146,0.38,0.95,0.0,16.5,10.8
20060502,8,0.75,1.0206,1.31,0.0,0.3,16.4,11.7
20060503,5,0.62,1.0242,2.02,0.91,8.9,19.9,15.6
20060504,4,0.65,1.0265,2.17,0.01,7.0,19.6,14.4
20060505,3,0.43,1.025,2.48,0.0,9.3,22.7,15.9
20060506,6,0.53,1.0208,2.02,0.03,6.1,18.2,13.5
20060507,7,0.65,1.0189,2.05,0.07,2.9,17.5,13.6
20060508,5,0.68,1.0165,1.26,0.19,3.5,19.5,13.9
20060509,4,0.56,1.0136,2.71,0.0,12.4,22.7,16.4
20060510,5,0.55,1.0103,2.38,0.0,10.1,22.2,15.3
20060511,3,0.44,1.0142,2.52,0.0,11.9,21.0,15.8
20060512,1,0.43,1.0183,3.1,0.0,13.5,24.1,17.5
20060513,5,0.46,1.0191,2.96,0.0,12.5,25.4,19.1
20060514,6,0.55,1.0151,2.48,0.0,10.0,23.6,18.8
20060515,4,0.54,1.0191,2.23,0.0,10.8,23.2,17.7
20060516,5,0.54,1.0179,2.66,0.45,10.1,26.1,19.4
20060517,7,0.77,1.016,1.31,0.31,4.2,23.7,16.9
20060518,5,0.55,1.018,3.07,0.31,12.3,25.5,20.4
20060519,7,0.7,1.0123,1.41,0.07,2.4,23.3,18.0
20060520,6,0.66,1.01,1.69,0.0,4.7,22.1,17.5
20060521,7,0.66,1.0105,1.24,0.3,2.0,20.4,16.3
20060522,4,0.59,1.0129,3.16,0.0,11.0,27.5,20.5
20060523,6,0.54,1.0135,2.99,0.0,9.5,26.1,21.5
20060524,8,0.77,1.0186,0.49,1.1,0.0,22.6,13.9
20060525,4,0.53,1.0204,3.14,0.0,11.9,20.7,16.5
20060526,6,0.62,1.0198,2.03,0.68,5.1,20.3,16.7
20060527,6,0.67,1.0169,2.64,0.39,10.3,21.1,17.6
20060528,8,0.79,1.0143,0.72,0.29,0.3,19.6,16.3
20060529,8,0.62,1.0126,1.63,0.12,2.0,17.7,14.8
20060530,7,0.74,1.0038,0.89,0.93,0.0,15.0,11.9
20060531,5,0.66,1.0074,2.69,0.0,7.8,15.7,11.5
20060601,4,0.59,1.0174,2.92,0.0,10.5,16.4,12.2
20060602,8,0.77,1.0143,0.41,2.45,0.0,14.1,11.3
20060603,7,0.77,1.0143,2.03,1.13,3.5,19.5,13.5
20060604,8,0.72,1.0122,0.69,0.0,1.3,16.9,13.6
20060605,6,0.6,1.0167,2.9,0.0,10.8,16.9,12.5
20060606,6,0.49,1.0215,2.32,0.0,10.3,19.7,15.0
20060607,7,0.58,1.0224,1.5,0.0,4.0,19.0,14.8
20060608,3,0.44,1.0244,2.79,0.0,14.2,22.0,16.4
20060609,4,0.46,1.0229,2.92,0.0,12.6,23.1,17.4
20060610,7,0.67,1.0189,1.86,0.5,6.9,19.3,14.2
20060611,4,0.6,1.025,2.83,0.0,11.0,23.6,17.3
20060612,5,0.54,1.0251,2.68,0.03,12.0,26.5,20.5
20060613,4,0.52,1.0216,3.16,0.0,11.1,25.8,20.5
20060614,5,0.52,1.0172,2.54,0.11,10.5,24.5,19.4
20060615,4,0.52,1.0173,3.34,0.0,12.6,27.4,20.6
20060616,1,0.46,1.0169,3.2,0.0,13.9,30.5,24.2
20060617,6,0.61,1.0164,2.28,0.0,7.0,30.0,24.3
20060618,3,0.55,1.0167,2.93,0.0,13.1,29.6,25.4
20060619,3,0.59,1.0155,2.96,0.0,12.9,31.9,25.8
20060620,2,0.57,1.015,3.1,0.0,13.2,30.8,26.5
20060621,5,0.57,1.0156,2.71,0.0,10.0,32.1,26.5
20060622,7,0.63,1.0132,2.5,0.0,7.3,31.5,25.8
20060623,6,0.69,1.0142,2.2,0.04,7.6,29.3,23.4
20060624,3,0.62,1.0158,2.81,0.0,11.4,30.2,24.5
20060625,2,0.59,1.0166,3.23,0.0,13.9,31.3,26.3
20060626,1,0.58,1.0155,3.12,0.0,14.2,33.5,28.1
20060627,1,0.49,1.0159,3.05,0.0,13.3,35.4,29.4
